trip_id,rated_user_id,rated_role,score
6dd57424-229d-48d1-868b-14d8be427aca,3fc6f138-6045-4882-8a16-2692f69d4228,driver,5
6dd57424-229d-48d1-868b-14d8be427aca,9f765660-3e4b-44b2-a43b-ccfbb5e8f159,shipper,4
002ba15f-828d-452e-b18b-9fe547f84b88,26501679-586c-4236-a890-97e1687dc818,driver,5
002ba15f-828d-452e-b18b-9fe547f84b88,8f4a1d99-4a4f-4834-8fbd-62876e085e16,shipper,5
e1a8536f-e214-46e4-81b5-0d9b9164c169,083714ac-54b3-4d64-bc00-704dc355b5f8,driver,5
e1a8536f-e214-46e4-81b5-0d9b9164c169,2c21a0d7-50d9-46c5-9906-6986086a8d58,shipper,5
1dc147ea-f233-4057-a260-96e29718e139,26501679-586c-4236-a890-97e1687dc818,driver,5
1dc147ea-f233-4057-a260-96e29718e139,76f544ba-8998-4824-b4d5-56daa98c200a,shipper,5
1dc147ea-f233-4057-a260-96e29718e139,0790fa20-df4f-43aa-b491-56eb44a3e0b6,driver,5
1dc147ea-f233-4057-a260-96e29718e139,76f544ba-8998-4824-b4d5-56daa98c200a,shipper,5
87a8986b-7751-4e20-8657-7d281c35ee3b,0f7a5a1e-c1b1-4db5-b7bc-22c0b78c5171,driver,5
87a8986b-7751-4e20-8657-7d281c35ee3b,acf70833-a3ac-4efb-bf9f-004b099d3b76,shipper,5
aeee27a7-7b31-471e-adf2-e38f26f0030e,01d788c4-9b57-4add-abf0-739f958b4aa3,driver,5
aeee27a7-7b31-471e-adf2-e38f26f0030e,e5258953-268d-4e11-b71a-c19edda49cd2,shipper,3
aeee27a7-7b31-471e-adf2-e38f26f0030e,b05b01d0-a319-4a48-8fe3-e2a08529ea69,driver,5
aeee27a7-7b31-471e-adf2-e38f26f0030e,e5258953-268d-4e11-b71a-c19edda49cd2,shipper,5
fe34bcdb-89f9-4dda-a798-69b7d575b175,bda819c9-5bc1-45c0-b673-47f1f8fc1da8,driver,4
fe34bcdb-89f9-4dda-a798-69b7d575b175,450d1efc-cc10-437c-8ac1-b30b94752d4f,shipper,5
5796acbe-45b6-4255-a8c5-a834645377e7,f90f6baa-4c59-416d-9cdd-708265156686,driver,5
5796acbe-45b6-4255-a8c5-a834645377e7,9ecf3184-be14-4e87-8eb0-7cf6075b8801,shipper,5
5796acbe-45b6-4255-a8c5-a834645377e7,f90f6baa-4c59-416d-9cdd-708265156686,driver,5
5796acbe-45b6-4255-a8c5-a834645377e7,9ecf3184-be14-4e87-8eb0-7cf6075b8801,shipper,5
df046394-46e1-4fae-baa2-1513ba14ac8c,be09b6f7-4efa-4ac9-b363-71f395b927fa,driver,2
df046394-46e1-4fae-baa2-1513ba14ac8c,d0236f2e-c357-47b0-a24a-dc8f2daf3028,shipper,3
9085c53d-2c71-47ce-8ab4-aa3d673929ab,837cfbee-afbc-4408-b0d4-a3037b7f109f,driver,5
9085c53d-2c71-47ce-8ab4-aa3d673929ab,9f765660-3e4b-44b2-a43b-ccfbb5e8f159,shipper,5
8bf113da-a9cd-4e3c-9f11-c0909d637a9e,6478d1df-2c1f-4f3c-aa1e-03fde769c1f7,driver,5
8bf113da-a9cd-4e3c-9f11-c0909d637a9e,596ee952-073c-4138-bdd7-914b7f27f542,shipper,5
ce928a39-0fa1-4519-a5dd-bfc2e52aac91,5a546a9f-4ddf-4c19-9b83-d659726fc137,driver,4
ce928a39-0fa1-4519-a5dd-bfc2e52aac91,b70babee-6437-4c10-867e-70855a5d76bc,shipper,4
8e19ea10-c324-422d-bbf2-50be4287503a,fc6966be-098b-43a6-a653-1fa3b599e23e,driver,5
8e19ea10-c324-422d-bbf2-50be4287503a,1df22eb2-3e77-4d5f-a4d8-61939e8ab175,shipper,5
8e19ea10-c324-422d-bbf2-50be4287503a,7a135a62-fc87-4ff4-aa59-1019fc6df31e,driver,5
8e19ea10-c324-422d-bbf2-50be4287503a,1df22eb2-3e77-4d5f-a4d8-61939e8ab175,shipper,5
8e19ea10-c324-422d-bbf2-50be4287503a,00d3503e-ffe5-4e26-84be-9007a8a81e4c,driver,5
8e19ea10-c324-422d-bbf2-50be4287503a,1df22eb2-3e77-4d5f-a4d8-61939e8ab175,shipper,5
8e19ea10-c324-422d-bbf2-50be4287503a,083714ac-54b3-4d64-bc00-704dc355b5f8,driver,5
8e19ea10-c324-422d-bbf2-50be4287503a,1df22eb2-3e77-4d5f-a4d8-61939e8ab175,shipper,3
914829fa-e0d9-4cb4-a11e-7a891bf91171,66e7f631-029c-4810-92a9-8026854edd3f,driver,5
914829fa-e0d9-4cb4-a11e-7a891bf91171,6c7bbdff-9d14-4785-8839-60ad5a9ef6e3,shipper,5
914829fa-e0d9-4cb4-a11e-7a891bf91171,eef8d72c-0ab6-40fa-a165-615edc5821f1,driver,5
914829fa-e0d9-4cb4-a11e-7a891bf91171,6c7bbdff-9d14-4785-8839-60ad5a9ef6e3,shipper,5
914829fa-e0d9-4cb4-a11e-7a891bf91171,083442ef-2844-4bf4-90c7-0a4c51e16ed0,driver,4
914829fa-e0d9-4cb4-a11e-7a891bf91171,6c7bbdff-9d14-4785-8839-60ad5a9ef6e3,shipper,4
c1efa459-ccef-4b45-9416-2eff35b10c25,aecd6e72-018b-448f-a8dd-3e84d11fdeea,driver,5
c1efa459-ccef-4b45-9416-2eff35b10c25,237759a4-ad01-4dd7-b41f-44c926dac557,shipper,5
c1efa459-ccef-4b45-9416-2eff35b10c25,6478d1df-2c1f-4f3c-aa1e-03fde769c1f7,driver,5
c1efa459-ccef-4b45-9416-2eff35b10c25,237759a4-ad01-4dd7-b41f-44c926dac557,shipper,5
aefab625-defb-4504-8d1a-27df1dcb153e,4642a367-13ec-46f2-8b42-2a9b0cdc2ab5,driver,5
aefab625-defb-4504-8d1a-27df1dcb153e,ea7b654c-22fa-4491-ab89-99c8a8867ddd,shipper,5
aefab625-defb-4504-8d1a-27df1dcb153e,fc6966be-098b-43a6-a653-1fa3b599e23e,driver,3
aefab625-defb-4504-8d1a-27df1dcb153e,ea7b654c-22fa-4491-ab89-99c8a8867ddd,shipper,3
ede81ba1-9392-4cdf-bb78-baa730bac279,083442ef-2844-4bf4-90c7-0a4c51e16ed0,driver,5
ede81ba1-9392-4cdf-bb78-baa730bac279,a5b01f1f-fe62-44b1-9d1e-aa7c374867fc,shipper,5
ede81ba1-9392-4cdf-bb78-baa730bac279,34b71c44-bb25-47df-85ce-03a39fc9ac10,driver,5
ede81ba1-9392-4cdf-bb78-baa730bac279,a5b01f1f-fe62-44b1-9d1e-aa7c374867fc,shipper,3
775749e2-6164-4316-b4c7-cca76abf2a65,18302a3a-1801-411a-8579-869b4ba4edff,driver,5
775749e2-6164-4316-b4c7-cca76abf2a65,596ee952-073c-4138-bdd7-914b7f27f542,shipper,4
775749e2-6164-4316-b4c7-cca76abf2a65,9db88e80-6a44-4430-b307-494694355bcb,driver,3
775749e2-6164-4316-b4c7-cca76abf2a65,596ee952-073c-4138-bdd7-914b7f27f542,shipper,5
18208001-6ec5-4c96-8733-f0fb2ec77732,34b71c44-bb25-47df-85ce-03a39fc9ac10,driver,5
18208001-6ec5-4c96-8733-f0fb2ec77732,a5b01f1f-fe62-44b1-9d1e-aa7c374867fc,shipper,5
18208001-6ec5-4c96-8733-f0fb2ec77732,b05b01d0-a319-4a48-8fe3-e2a08529ea69,driver,5
18208001-6ec5-4c96-8733-f0fb2ec77732,a5b01f1f-fe62-44b1-9d1e-aa7c374867fc,shipper,5
5cf36f02-9987-4ca2-84b8-e4bf9290c5ad,894888f1-c248-403f-aca9-cddaac265db4,driver,5
5cf36f02-9987-4ca2-84b8-e4bf9290c5ad,bfdb26b1-0506-4a6c-9fb9-f9174984b376,shipper,5
5cf36f02-9987-4ca2-84b8-e4bf9290c5ad,a2de8edd-b399-484f-8151-3a5ef1d893b0,driver,5
5cf36f02-9987-4ca2-84b8-e4bf9290c5ad,bfdb26b1-0506-4a6c-9fb9-f9174984b376,shipper,5
5cf36f02-9987-4ca2-84b8-e4bf9290c5ad,ca72bc65-aac8-4954-8b12-0a27325a1ce7,driver,4
5cf36f02-9987-4ca2-84b8-e4bf9290c5ad,bfdb26b1-0506-4a6c-9fb9-f9174984b376,shipper,5
4602471e-5741-4345-95b6-fd8b6a477287,a3a4745c-eb66-433a-b40b-557c0883d783,driver,5
4602471e-5741-4345-95b6-fd8b6a477287,05885768-2aa6-4c4f-b24e-35ad49b8b86a,shipper,5
4602471e-5741-4345-95b6-fd8b6a477287,ca72bc65-aac8-4954-8b12-0a27325a1ce7,driver,3
4602471e-5741-4345-95b6-fd8b6a477287,05885768-2aa6-4c4f-b24e-35ad49b8b86a,shipper,4
4602471e-5741-4345-95b6-fd8b6a477287,837cfbee-afbc-4408-b0d4-a3037b7f109f,driver,5
4602471e-5741-4345-95b6-fd8b6a477287,05885768-2aa6-4c4f-b24e-35ad49b8b86a,shipper,5
4602471e-5741-4345-95b6-fd8b6a477287,f9bb1bc7-b852-4cb0-9053-42f9f3eea8bc,driver,5
4602471e-5741-4345-95b6-fd8b6a477287,05885768-2aa6-4c4f-b24e-35ad49b8b86a,shipper,4
d6220a7a-f567-4868-bda9-4d20df35fdf6,0f6665ac-5ddd-43a7-a9a3-d15d46cfbc97,driver,3
d6220a7a-f567-4868-bda9-4d20df35fdf6,8d627e20-a47a-4129-a380-eb616c6dd69e,shipper,5
d6220a7a-f567-4868-bda9-4d20df35fdf6,c787e085-877f-4d78-a2c0-2d7e54816f5c,driver,5
d6220a7a-f567-4868-bda9-4d20df35fdf6,8d627e20-a47a-4129-a380-eb616c6dd69e,shipper,5
7f33c028-45c6-47a6-8f72-fb87e4158d3a,f9bb1bc7-b852-4cb0-9053-42f9f3eea8bc,driver,4
7f33c028-45c6-47a6-8f72-fb87e4158d3a,56668049-7c88-4471-a3f5-93584b6849c1,shipper,4
35ee3c5c-4316-461d-b1e4-35899d783f4e,463a85e7-e033-4bec-a267-bfa7aa85640d,driver,5
35ee3c5c-4316-461d-b1e4-35899d783f4e,bfdb26b1-0506-4a6c-9fb9-f9174984b376,shipper,5
e3ce7b1d-013f-440f-b064-2ce19f0e3670,0aa62c09-bc7a-4951-9708-4a86275ad8c6,driver,4
e3ce7b1d-013f-440f-b064-2ce19f0e3670,4d787e29-654e-4913-bda8-528875626fbb,shipper,4
ac535f09-e152-4990-98fb-23c61ec7a3d2,69dc041e-ef44-4acf-ba8b-2d8da688425f,driver,5
ac535f09-e152-4990-98fb-23c61ec7a3d2,2930953b-27e4-4692-aa41-b73cd590667f,shipper,5
bb60700a-ec25-463f-9ab9-e1914d0184a2,a7a60420-d4d7-48b2-9da8-19504b752bd6,driver,3
bb60700a-ec25-463f-9ab9-e1914d0184a2,4db2a639-0d49-42c5-9871-d24eb6513fde,shipper,5
b7132d05-1126-4505-92fc-4c323da3306e,a7a60420-d4d7-48b2-9da8-19504b752bd6,driver,5
b7132d05-1126-4505-92fc-4c323da3306e,1df22eb2-3e77-4d5f-a4d8-61939e8ab175,shipper,4
1ddbae81-5121-4b4b-bae7-a30b3d113158,00d3503e-ffe5-4e26-84be-9007a8a81e4c,driver,3
1ddbae81-5121-4b4b-bae7-a30b3d113158,ac88543f-e08e-4905-a612-03108c121e77,shipper,5
1ddbae81-5121-4b4b-bae7-a30b3d113158,34b71c44-bb25-47df-85ce-03a39fc9ac10,driver,5
1ddbae81-5121-4b4b-bae7-a30b3d113158,ac88543f-e08e-4905-a612-03108c121e77,shipper,5
46095010-86ed-40a0-b434-f4b1bf3fcf01,ade5ec49-869b-47d3-b852-1a9ceedbe841,driver,5
46095010-86ed-40a0-b434-f4b1bf3fcf01,56668049-7c88-4471-a3f5-93584b6849c1,shipper,5
46095010-86ed-40a0-b434-f4b1bf3fcf01,310f7ff6-c724-4278-b409-74d1ab8bf019,driver,4
46095010-86ed-40a0-b434-f4b1bf3fcf01,56668049-7c88-4471-a3f5-93584b6849c1,shipper,5
f77afb0e-fea2-42c8-adb5-c6dd05c64061,9db88e80-6a44-4430-b307-494694355bcb,driver,4
f77afb0e-fea2-42c8-adb5-c6dd05c64061,9d4ddc89-e9dc-40fc-b003-9b8d2c0714ae,shipper,5
653c1e1f-8274-421f-bd62-b69dfebbd01c,6be0475c-e19c-4d4f-aced-f1b613d87548,driver,5
653c1e1f-8274-421f-bd62-b69dfebbd01c,544105af-97ea-4526-94ec-724000ecf88c,shipper,3
653c1e1f-8274-421f-bd62-b69dfebbd01c,f0496c8a-1f5c-4cdb-b570-7a6925cd94f7,driver,5
653c1e1f-8274-421f-bd62-b69dfebbd01c,544105af-97ea-4526-94ec-724000ecf88c,shipper,5
653c1e1f-8274-421f-bd62-b69dfebbd01c,0790fa20-df4f-43aa-b491-56eb44a3e0b6,driver,4
653c1e1f-8274-421f-bd62-b69dfebbd01c,544105af-97ea-4526-94ec-724000ecf88c,shipper,5
16681e83-022d-4872-a1bd-228bf8d1ef16,8462dc55-59d5-47f4-8209-5f47c6bf99ca,driver,5
16681e83-022d-4872-a1bd-228bf8d1ef16,4752ae33-8c47-40e1-be3b-c97c51f20f83,shipper,4
019bcb12-61aa-4979-86fb-932e36dea1e6,7d45adbe-75c3-4cdd-bd1c-4b311c5baaab,driver,5
019bcb12-61aa-4979-86fb-932e36dea1e6,a4d7443f-33e7-4c22-90f9-c5b01ea5324f,shipper,4
563c782d-68bd-44e7-b172-0da9051be83c,69dc6351-3e90-4155-9ccd-371b5c0cdbf3,driver,4
563c782d-68bd-44e7-b172-0da9051be83c,06d5365a-26eb-48dd-ae1b-7ea110ad54fe,shipper,4
563c782d-68bd-44e7-b172-0da9051be83c,3fc6f138-6045-4882-8a16-2692f69d4228,driver,3
563c782d-68bd-44e7-b172-0da9051be83c,06d5365a-26eb-48dd-ae1b-7ea110ad54fe,shipper,4
dcebc658-4c0a-4ff8-8d45-4ad1ff5a36c9,69dc6351-3e90-4155-9ccd-371b5c0cdbf3,driver,3
dcebc658-4c0a-4ff8-8d45-4ad1ff5a36c9,56668049-7c88-4471-a3f5-93584b6849c1,shipper,5
eb6f53f9-f239-4f5f-b720-5654b03efb78,a3a4745c-eb66-433a-b40b-557c0883d783,driver,5
eb6f53f9-f239-4f5f-b720-5654b03efb78,ccf4eb8e-2b57-4e0d-9079-e0f0ca9c8e4c,shipper,5
d6970ed3-cb27-46c8-9a3c-f8622c7ebe59,4642a367-13ec-46f2-8b42-2a9b0cdc2ab5,driver,5
d6970ed3-cb27-46c8-9a3c-f8622c7ebe59,9a5561af-bb9a-476d-8879-d63051ff2392,shipper,5
d6970ed3-cb27-46c8-9a3c-f8622c7ebe59,8a6a00d5-73da-4ff5-9558-5f0841ca0cde,driver,2
d6970ed3-cb27-46c8-9a3c-f8622c7ebe59,9a5561af-bb9a-476d-8879-d63051ff2392,shipper,5
82a3752b-919d-4389-b8fa-aa31ddd544b0,40e70bd2-0f4c-4ed4-8b62-55fce5047760,driver,4
82a3752b-919d-4389-b8fa-aa31ddd544b0,21faef45-ee46-4f38-a134-444f1c0f4acc,shipper,4
82a3752b-919d-4389-b8fa-aa31ddd544b0,66e7f631-029c-4810-92a9-8026854edd3f,driver,5
82a3752b-919d-4389-b8fa-aa31ddd544b0,21faef45-ee46-4f38-a134-444f1c0f4acc,shipper,5
82a3752b-919d-4389-b8fa-aa31ddd544b0,eda803f0-7286-45ff-8f75-84584956b46f,driver,4
82a3752b-919d-4389-b8fa-aa31ddd544b0,21faef45-ee46-4f38-a134-444f1c0f4acc,shipper,5
82a3752b-919d-4389-b8fa-aa31ddd544b0,7c1ae16d-496a-4d0f-b401-8ae3e76b86ab,driver,5
82a3752b-919d-4389-b8fa-aa31ddd544b0,21faef45-ee46-4f38-a134-444f1c0f4acc,shipper,5
6f4bbebc-7966-4a66-b60e-02cbd6d16aed,a7a60420-d4d7-48b2-9da8-19504b752bd6,driver,4
6f4bbebc-7966-4a66-b60e-02cbd6d16aed,4d787e29-654e-4913-bda8-528875626fbb,shipper,2
cf98be7f-0d43-4984-b24e-704ef9000a0b,8b1e91b6-790d-4773-851a-de018a249cec,driver,4
cf98be7f-0d43-4984-b24e-704ef9000a0b,9f765660-3e4b-44b2-a43b-ccfbb5e8f159,shipper,5
310901ff-b6fa-49d3-ad18-813c5badc0d3,b05b01d0-a319-4a48-8fe3-e2a08529ea69,driver,4
310901ff-b6fa-49d3-ad18-813c5badc0d3,47071a20-72e6-4149-8e08-5607dde6f868,shipper,5
bd0b44da-d2b7-4a40-b895-9e010cf738d1,8a6a00d5-73da-4ff5-9558-5f0841ca0cde,driver,5
bd0b44da-d2b7-4a40-b895-9e010cf738d1,04582f7f-ed21-4cdd-bcd8-78f4cf0352e5,shipper,5
99b6aece-ffca-452d-8b11-0942e87b8a79,c787e085-877f-4d78-a2c0-2d7e54816f5c,driver,5
99b6aece-ffca-452d-8b11-0942e87b8a79,c115ef9a-c3d3-4ecc-8811-204f2f9cc20b,shipper,5
67b3bf31-190d-432f-be63-3ca4dfab7caa,af78bf6c-b541-45e3-93dd-9a69ae91a9ae,driver,4
67b3bf31-190d-432f-be63-3ca4dfab7caa,5967d7e4-0f0e-419c-b3ff-4fdf398db1ce,shipper,5
d67cd122-3f40-4bb5-984d-fd6802c14d7c,0790fa20-df4f-43aa-b491-56eb44a3e0b6,driver,5
d67cd122-3f40-4bb5-984d-fd6802c14d7c,0d40c9b7-2d30-4bf8-80aa-28c821e3e77e,shipper,5
d913bdaf-7f72-48f3-9f5a-ad185a82512f,bda819c9-5bc1-45c0-b673-47f1f8fc1da8,driver,5
d913bdaf-7f72-48f3-9f5a-ad185a82512f,ccf4eb8e-2b57-4e0d-9079-e0f0ca9c8e4c,shipper,5
d913bdaf-7f72-48f3-9f5a-ad185a82512f,0790fa20-df4f-43aa-b491-56eb44a3e0b6,driver,5
d913bdaf-7f72-48f3-9f5a-ad185a82512f,ccf4eb8e-2b57-4e0d-9079-e0f0ca9c8e4c,shipper,5
d913bdaf-7f72-48f3-9f5a-ad185a82512f,3fc6f138-6045-4882-8a16-2692f69d4228,driver,5
d913bdaf-7f72-48f3-9f5a-ad185a82512f,ccf4eb8e-2b57-4e0d-9079-e0f0ca9c8e4c,shipper,5
d913bdaf-7f72-48f3-9f5a-ad185a82512f,66e7f631-029c-4810-92a9-8026854edd3f,driver,5
d913bdaf-7f72-48f3-9f5a-ad185a82512f,ccf4eb8e-2b57-4e0d-9079-e0f0ca9c8e4c,shipper,5
d913bdaf-7f72-48f3-9f5a-ad185a82512f,be09b6f7-4efa-4ac9-b363-71f395b927fa,driver,5
d913bdaf-7f72-48f3-9f5a-ad185a82512f,ccf4eb8e-2b57-4e0d-9079-e0f0ca9c8e4c,shipper,5
cbb272e0-5214-496a-bdf9-1fa624ff571e,0aa62c09-bc7a-4951-9708-4a86275ad8c6,driver,5
cbb272e0-5214-496a-bdf9-1fa624ff571e,7daa9abd-006b-4c1c-b3bd-c50b8b8f6972,shipper,5
f5d5dfbb-f1b7-45ae-9697-8778cc717274,463a85e7-e033-4bec-a267-bfa7aa85640d,driver,5
f5d5dfbb-f1b7-45ae-9697-8778cc717274,2930953b-27e4-4692-aa41-b73cd590667f,shipper,5
ca4673e4-1e35-493f-b180-75a825a55a93,7c1ae16d-496a-4d0f-b401-8ae3e76b86ab,driver,5
ca4673e4-1e35-493f-b180-75a825a55a93,bfdb26b1-0506-4a6c-9fb9-f9174984b376,shipper,4
5e9d52e4-87f2-4b83-a2af-b9722f583174,4c8a509f-04a9-4a9e-95f2-50c885ca0979,driver,5
5e9d52e4-87f2-4b83-a2af-b9722f583174,9f27e1b9-013a-4442-89e7-cdad839d9e13,shipper,4
1e50182f-6889-4d86-8c3a-2a633fd01435,a2de8edd-b399-484f-8151-3a5ef1d893b0,driver,5
1e50182f-6889-4d86-8c3a-2a633fd01435,21a85831-6b05-4f5d-b960-d39fef2b4090,shipper,4
1e50182f-6889-4d86-8c3a-2a633fd01435,40e70bd2-0f4c-4ed4-8b62-55fce5047760,driver,4
1e50182f-6889-4d86-8c3a-2a633fd01435,21a85831-6b05-4f5d-b960-d39fef2b4090,shipper,5
1e50182f-6889-4d86-8c3a-2a633fd01435,8a6a00d5-73da-4ff5-9558-5f0841ca0cde,driver,5
1e50182f-6889-4d86-8c3a-2a633fd01435,21a85831-6b05-4f5d-b960-d39fef2b4090,shipper,5
22a6fa76-ef66-4906-952a-1f6371beb6ac,a3a4745c-eb66-433a-b40b-557c0883d783,driver,4
22a6fa76-ef66-4906-952a-1f6371beb6ac,91fa918e-a71b-4356-ab90-ca6688c171b5,shipper,5
0b49c0f0-81a6-4607-b6c3-88dfc6947432,8b1e91b6-790d-4773-851a-de018a249cec,driver,5
0b49c0f0-81a6-4607-b6c3-88dfc6947432,b492e2f5-6a42-4f99-be10-1e4f3b586961,shipper,4
e2acb50a-8d12-46a1-b164-517c270ed61c,be09b6f7-4efa-4ac9-b363-71f395b927fa,driver,5
e2acb50a-8d12-46a1-b164-517c270ed61c,318897c4-75ac-4064-8737-ebb5ded11af9,shipper,5
1812c80b-cc1c-43d6-884f-c2f01d15aa60,26501679-586c-4236-a890-97e1687dc818,driver,5
1812c80b-cc1c-43d6-884f-c2f01d15aa60,3db8a97c-f512-4e3d-9289-895eac690ca6,shipper,3
1812c80b-cc1c-43d6-884f-c2f01d15aa60,3fc6f138-6045-4882-8a16-2692f69d4228,driver,5
1812c80b-cc1c-43d6-884f-c2f01d15aa60,3db8a97c-f512-4e3d-9289-895eac690ca6,shipper,5
104eb0bc-d0c9-4d93-ba0d-3e1157c66afb,4642a367-13ec-46f2-8b42-2a9b0cdc2ab5,driver,5
104eb0bc-d0c9-4d93-ba0d-3e1157c66afb,06d5365a-26eb-48dd-ae1b-7ea110ad54fe,shipper,4
104eb0bc-d0c9-4d93-ba0d-3e1157c66afb,083714ac-54b3-4d64-bc00-704dc355b5f8,driver,5
104eb0bc-d0c9-4d93-ba0d-3e1157c66afb,06d5365a-26eb-48dd-ae1b-7ea110ad54fe,shipper,5
88743e18-55ec-4bb2-9a12-f85df8612136,2d28751d-70ba-4487-82d5-095cea62b22f,driver,5
88743e18-55ec-4bb2-9a12-f85df8612136,3db8a97c-f512-4e3d-9289-895eac690ca6,shipper,5
88743e18-55ec-4bb2-9a12-f85df8612136,0b6812d6-5270-4d50-bba5-1cd2f77ebe2e,driver,5
88743e18-55ec-4bb2-9a12-f85df8612136,3db8a97c-f512-4e3d-9289-895eac690ca6,shipper,4
88743e18-55ec-4bb2-9a12-f85df8612136,18302a3a-1801-411a-8579-869b4ba4edff,driver,5
88743e18-55ec-4bb2-9a12-f85df8612136,3db8a97c-f512-4e3d-9289-895eac690ca6,shipper,5
3ae54f73-87ed-4191-b3bc-f9fed868e607,3fc247b8-f090-4cea-81a6-9112ffe9f796,driver,3
3ae54f73-87ed-4191-b3bc-f9fed868e607,06026cca-64bc-4f03-a479-e510ca475f6b,shipper,5
245f1461-312a-47b8-a148-9afa4d28c7e4,0b6812d6-5270-4d50-bba5-1cd2f77ebe2e,driver,5
245f1461-312a-47b8-a148-9afa4d28c7e4,1df22eb2-3e77-4d5f-a4d8-61939e8ab175,shipper,4
c1dbdcf8-4ba7-489f-ad8f-267145af754c,af78bf6c-b541-45e3-93dd-9a69ae91a9ae,driver,2
c1dbdcf8-4ba7-489f-ad8f-267145af754c,450d1efc-cc10-437c-8ac1-b30b94752d4f,shipper,4
4dcd62ae-102f-4a39-93b1-8d9254983841,8a6a00d5-73da-4ff5-9558-5f0841ca0cde,driver,5
4dcd62ae-102f-4a39-93b1-8d9254983841,6b14af5e-c2ea-473a-8be5-ec8a0c5317d6,shipper,5
4dcd62ae-102f-4a39-93b1-8d9254983841,66e7f631-029c-4810-92a9-8026854edd3f,driver,3
4dcd62ae-102f-4a39-93b1-8d9254983841,6b14af5e-c2ea-473a-8be5-ec8a0c5317d6,shipper,4
dbd685fa-6bda-4e94-b9a5-6c9a438f94e9,f9bb1bc7-b852-4cb0-9053-42f9f3eea8bc,driver,5
dbd685fa-6bda-4e94-b9a5-6c9a438f94e9,06d5365a-26eb-48dd-ae1b-7ea110ad54fe,shipper,5
dbd685fa-6bda-4e94-b9a5-6c9a438f94e9,40e70bd2-0f4c-4ed4-8b62-55fce5047760,driver,5
dbd685fa-6bda-4e94-b9a5-6c9a438f94e9,06d5365a-26eb-48dd-ae1b-7ea110ad54fe,shipper,4
125812eb-bcb4-45b0-afc1-17d25eb186b8,69b345b3-ec55-408a-978c-9b0062c84f4a,driver,4
125812eb-bcb4-45b0-afc1-17d25eb186b8,05885768-2aa6-4c4f-b24e-35ad49b8b86a,shipper,5
aeda1924-e543-4eae-9e86-3b5901661cdf,3fc6f138-6045-4882-8a16-2692f69d4228,driver,4
aeda1924-e543-4eae-9e86-3b5901661cdf,a7645519-9b3e-476f-8d8a-8a010697b4eb,shipper,5
575b3114-da11-4a31-8ad6-7de78a30e9b3,0f6665ac-5ddd-43a7-a9a3-d15d46cfbc97,driver,5
575b3114-da11-4a31-8ad6-7de78a30e9b3,ac88543f-e08e-4905-a612-03108c121e77,shipper,5
0d666528-fd8a-4722-9376-27c620da86ef,d265c88a-1052-4bc1-b426-bc9a3e77f666,driver,5
0d666528-fd8a-4722-9376-27c620da86ef,1a7be64c-4c01-4e5d-a01b-142e806098af,shipper,5
0590974f-dbb6-4b17-a955-0416b2ea308e,01d788c4-9b57-4add-abf0-739f958b4aa3,driver,5
0590974f-dbb6-4b17-a955-0416b2ea308e,6016adfd-42bf-4752-bb28-479c0e7d7172,shipper,5
0590974f-dbb6-4b17-a955-0416b2ea308e,1f148489-0bcb-4470-8354-42eed5c4f971,driver,4
0590974f-dbb6-4b17-a955-0416b2ea308e,6016adfd-42bf-4752-bb28-479c0e7d7172,shipper,5
0590974f-dbb6-4b17-a955-0416b2ea308e,f0496c8a-1f5c-4cdb-b570-7a6925cd94f7,driver,5
0590974f-dbb6-4b17-a955-0416b2ea308e,6016adfd-42bf-4752-bb28-479c0e7d7172,shipper,5
0590974f-dbb6-4b17-a955-0416b2ea308e,083442ef-2844-4bf4-90c7-0a4c51e16ed0,driver,5
0590974f-dbb6-4b17-a955-0416b2ea308e,6016adfd-42bf-4752-bb28-479c0e7d7172,shipper,5
0590974f-dbb6-4b17-a955-0416b2ea308e,083442ef-2844-4bf4-90c7-0a4c51e16ed0,driver,5
0590974f-dbb6-4b17-a955-0416b2ea308e,6016adfd-42bf-4752-bb28-479c0e7d7172,shipper,5
006db5ff-5ec5-4ad6-82b6-c37b498e8e9a,0aa62c09-bc7a-4951-9708-4a86275ad8c6,driver,5
006db5ff-5ec5-4ad6-82b6-c37b498e8e9a,91cddf7c-e0ea-471b-b136-c52c439d54f5,shipper,5
087df422-c5e3-4f91-a667-4386034e6951,f0496c8a-1f5c-4cdb-b570-7a6925cd94f7,driver,5
087df422-c5e3-4f91-a667-4386034e6951,78f793c7-edba-4168-bc93-724607d87072,shipper,5
16f2fb8a-cbc7-430f-ab6f-95e701c8a444,f90f6baa-4c59-416d-9cdd-708265156686,driver,5
16f2fb8a-cbc7-430f-ab6f-95e701c8a444,c722a9a6-9f4d-465a-8fc9-be9b8c2950cf,shipper,5
0b5db603-257f-41b2-a215-cca05095b872,1f148489-0bcb-4470-8354-42eed5c4f971,driver,5
0b5db603-257f-41b2-a215-cca05095b872,8f4a1d99-4a4f-4834-8fbd-62876e085e16,shipper,5
0b5db603-257f-41b2-a215-cca05095b872,8a6a00d5-73da-4ff5-9558-5f0841ca0cde,driver,5
0b5db603-257f-41b2-a215-cca05095b872,8f4a1d99-4a4f-4834-8fbd-62876e085e16,shipper,5
0b5db603-257f-41b2-a215-cca05095b872,b05b01d0-a319-4a48-8fe3-e2a08529ea69,driver,5
