id,trip_id,sequence_no,driver_id,hub_from_id,hub_to_id,distance_km,estimated_minutes,avg_speed_kmph,status,started_at,ended_at
c16e76d1-d90d-4033-8619-526eb6f7560b,70271649-a61b-448b-a9b3-1c7503bd7913,0,0790fa20-df4f-43aa-b491-56eb44a3e0b6,,8fba1efa-7c25-4a5b-b271-bb1ac4460664,505.8,712.1,39.0,completed,2026-09-07T00:51:20.416123,2026-09-07T12:43:27.499459
8badbd58-6512-4157-b991-6ad99f4f8568,70271649-a61b-448b-a9b3-1c7503bd7913,1,b05b01d0-a319-4a48-8fe3-e2a08529ea69,8fba1efa-7c25-4a5b-b271-bb1ac4460664,,120.2,154.9,47.6,completed,2026-09-07T12:43:27.499459,2026-09-07T15:18:21.625486
77ec101d-8c2d-4d48-a326-d12b9da66e38,a2367d4a-c2ca-4d2b-8d85-e693b07258d6,0,0f6665ac-5ddd-43a7-a9a3-d15d46cfbc97,,,500.0,653.0,44.7,completed,2026-09-07T05:51:20.418410,2026-09-07T16:44:19.938617
4d847920-3ea4-4809-bbb1-ff525507b0ff,404d8f70-8c25-4a22-b95a-69c93a60dd4f,0,fc6966be-098b-43a6-a653-1fa3b599e23e,,,970.1,1570.3,37.5,completed,2026-09-08T10:51:20.420191,2026-09-09T13:01:38.770038
dd9bf864-d319-46f4-81e8-abd5466f314d,6b57eef4-9b09-4e10-a06b-2d3aa6b3854f,0,eda803f0-7286-45ff-8f75-84584956b46f,,9708822b-62d4-4ac2-ae57-f36abd36b0cb,75.3,94.2,43.4,completed,2026-09-05T02:51:20.422970,2026-09-05T04:25:30.721988
4ae072dc-c044-4bc0-8230-63dedeae2c62,6b57eef4-9b09-4e10-a06b-2d3aa6b3854f,1,1f148489-0bcb-4470-8354-42eed5c4f971,9708822b-62d4-4ac2-ae57-f36abd36b0cb,c2f4b9b4-48ee-4746-958f-6169ba532344,244.4,393.4,42.5,completed,2026-09-05T04:25:30.721988,2026-09-05T10:58:51.722794
d8faa844-817e-4727-8a06-ad70cbdc5d02,6b57eef4-9b09-4e10-a06b-2d3aa6b3854f,2,eef8d72c-0ab6-40fa-a165-615edc5821f1,c2f4b9b4-48ee-4746-958f-6169ba532344,,178.1,255.8,45.8,completed,2026-09-05T10:58:51.722794,2026-09-05T15:14:39.343529
92bf9b5b-f637-4d58-853e-64e3e8c1c762,7a97cd28-c463-4dfc-95c1-ed0136133973,0,3cb3181a-1d19-4827-b8eb-3faba1e231e3,,,505.8,520.4,50.7,completed,2026-09-06T13:51:20.425496,2026-09-06T22:31:45.281463
d6052793-5dba-430c-b1f5-39b428224445,6e0dae3e-9ce4-4c1c-9907-f39f6b605db8,0,083442ef-2844-4bf4-90c7-0a4c51e16ed0,,,120.2,209.7,38.9,completed,2026-09-08T02:51:20.426939,2026-09-08T06:21:00.040276
06608459-0e3e-4221-9393-f7cc51351b48,a08fb471-7194-4146-9882-dff9f6caf169,0,90ef76ca-622f-43be-be2f-27f0a925941a,,,75.3,83.7,58.1,completed,2026-09-07T09:51:20.428055,2026-09-07T11:15:03.393644
dd2bc540-2648-4ad7-9b33-177243c2391d,b052faec-bd8e-4e7a-b92b-48d7193a9b87,0,eda803f0-7286-45ff-8f75-84584956b46f,,,505.8,810.4,40.5,completed,2026-09-05T13:51:20.429013,2026-09-06T03:21:47.058939
1276f027-a96e-44b5-bc83-dbd0ecc16fc6,c64b260b-c732-4895-bb93-6987f333f078,0,7a135a62-fc87-4ff4-aa59-1019fc6df31e,,,244.4,294.1,46.5,completed,2026-09-04T20:51:20.431324,2026-09-05T01:45:28.546305
ef749a40-d45c-4bcc-9ff3-774c9f58867f,8aaf727a-cf34-4a6d-bafe-40ed5c9628f8,0,bda819c9-5bc1-45c0-b673-47f1f8fc1da8,,c2f4b9b4-48ee-4746-958f-6169ba532344,540.9,809.5,45.2,completed,2026-09-08T10:51:20.432617,2026-09-09T00:20:48.421685
c8ea2507-f431-44e4-bf65-ee85273904c4,8aaf727a-cf34-4a6d-bafe-40ed5c9628f8,1,40e70bd2-0f4c-4ed4-8b62-55fce5047760,c2f4b9b4-48ee-4746-958f-6169ba532344,,178.1,278.2,41.2,completed,2026-09-09T00:20:48.421685,2026-09-09T04:58:59.758312
ee5c49cc-5891-4b2d-bb79-c533a3ab856d,eae78d03-a81d-4473-895d-7954c5dd68b5,0,a2de8edd-b399-484f-8151-3a5ef1d893b0,,,75.3,97.9,51.1,completed,2026-09-05T23:51:20.435195,2026-09-06T01:29:13.452924
128e7fc0-8eb4-4441-a466-2f4200d5fdb5,a6696f47-89a2-4dcd-9ce4-7949378fb65f,0,00d3503e-ffe5-4e26-84be-9007a8a81e4c,,faa81e93-f79d-4d3d-9240-87cdf9df3633,376.4,735.9,33.9,completed,2026-09-08T13:51:20.436244,2026-09-09T02:07:14.200879
6cb9a22f-df7b-4aa8-9dc4-f8d41e912990,a6696f47-89a2-4dcd-9ce4-7949378fb65f,1,3fc6f138-6045-4882-8a16-2692f69d4228,faa81e93-f79d-4d3d-9240-87cdf9df3633,288de4cd-bf1a-4a25-847c-68865d138b36,422.9,569.1,39.1,completed,2026-09-09T02:07:14.200879,2026-09-09T11:36:22.321428
9211f495-70aa-43c1-9986-53dc8a012be9,a6696f47-89a2-4dcd-9ce4-7949378fb65f,2,4c8a509f-04a9-4a9e-95f2-50c885ca0979,288de4cd-bf1a-4a25-847c-68865d138b36,,500.0,671.2,47.3,completed,2026-09-09T11:36:22.321428,2026-09-09T22:47:37.011469
2da39a4a-405e-48c8-b62c-4fff2a9b822f,8a81e296-3f7e-49d1-b984-aac0663545e7,0,3fc6f138-6045-4882-8a16-2692f69d4228,,,293.4,416.4,50.1,completed,2026-09-07T09:51:20.439941,2026-09-07T16:47:43.919785
5bffb5c6-208e-4e67-b698-5b4659300433,72b61a2a-9b76-45c5-a80f-866da32c75b4,0,0aa62c09-bc7a-4951-9708-4a86275ad8c6,,faa81e93-f79d-4d3d-9240-87cdf9df3633,422.9,406.7,41.0,completed,2026-09-02T23:51:20.442141,2026-09-03T06:38:03.002902
047ec959-f72c-4038-bafe-78536043ec5e,72b61a2a-9b76-45c5-a80f-866da32c75b4,1,463a85e7-e033-4bec-a267-bfa7aa85640d,faa81e93-f79d-4d3d-9240-87cdf9df3633,2ddf4880-95a6-4875-857d-f1d095b7fc48,376.4,578.7,40.7,completed,2026-09-03T06:38:03.002902,2026-09-03T16:16:46.516223
40009793-0a27-4d5f-a515-aca2eed461d1,72b61a2a-9b76-45c5-a80f-866da32c75b4,2,083714ac-54b3-4d64-bc00-704dc355b5f8,2ddf4880-95a6-4875-857d-f1d095b7fc48,,540.9,863.6,41.0,completed,2026-09-03T16:16:46.516223,2026-09-04T06:40:19.781627
4f427656-65a1-404f-b177-5932e6e2438b,b601e726-b663-4c12-8fc0-e59ae6842dbc,0,0eefecd2-5b8c-4f61-ae34-838b16b53659,,,120.2,156.0,42.8,completed,2026-09-07T03:51:20.447020,2026-09-07T06:27:18.287211
114b0f30-342e-40e9-8281-b6deb12ba56c,24181fd0-bf9f-4f99-8a71-e33149146444,0,310f7ff6-c724-4278-b409-74d1ab8bf019,,,688.0,881.6,38.9,completed,2026-09-08T21:51:20.448203,2026-09-09T12:32:58.722844
7f923b38-f750-4ba4-bd6f-05a91caf1f4c,bd935b53-8375-48f9-858b-ee9a57789dd1,0,d265c88a-1052-4bc1-b426-bc9a3e77f666,,faa81e93-f79d-4d3d-9240-87cdf9df3633,970.1,1043.3,54.0,completed,2026-09-06T19:51:20.450147,2026-09-07T13:14:41.101695
a28bce06-dd7c-4be8-8db0-ff41bea759b7,bd935b53-8375-48f9-858b-ee9a57789dd1,1,3fc247b8-f090-4cea-81a6-9112ffe9f796,faa81e93-f79d-4d3d-9240-87cdf9df3633,,688.0,1043.2,34.8,completed,2026-09-07T13:14:41.101695,2026-09-08T06:37:55.293886
e7ac64f1-decc-4710-94a2-488504b40810,6dd57424-229d-48d1-868b-14d8be427aca,0,3fc6f138-6045-4882-8a16-2692f69d4228,,,293.4,468.7,40.4,completed,2026-09-03T07:51:20.453579,2026-09-03T15:39:59.668200
3886610f-d944-499c-894e-85358217d95d,002ba15f-828d-452e-b18b-9fe547f84b88,0,26501679-586c-4236-a890-97e1687dc818,,,970.1,1400.9,41.2,completed,2026-09-08T01:51:20.454967,2026-09-09T01:12:12.531235
c3b0fefe-bddb-4295-afa7-c69c16c2ecc0,e1a8536f-e214-46e4-81b5-0d9b9164c169,0,083714ac-54b3-4d64-bc00-704dc355b5f8,,,178.1,313.4,35.9,completed,2026-09-03T00:51:20.457481,2026-09-03T06:04:45.449450
4e7ae8f2-dc0e-415b-9f88-fc29a031da82,1dc147ea-f233-4057-a260-96e29718e139,0,26501679-586c-4236-a890-97e1687dc818,,8fba1efa-7c25-4a5b-b271-bb1ac4460664,120.2,209.7,38.9,completed,2026-09-04T13:51:20.458713,2026-09-04T17:21:00.063473
01122106-2026-4b9a-bdc4-793308e15dfb,1dc147ea-f233-4057-a260-96e29718e139,1,0790fa20-df4f-43aa-b491-56eb44a3e0b6,8fba1efa-7c25-4a5b-b271-bb1ac4460664,,505.8,649.1,41.6,completed,2026-09-04T17:21:00.063473,2026-09-05T04:10:08.091439
2c498994-31b5-46d7-a9c7-1babcdb441ae,87a8986b-7751-4e20-8657-7d281c35ee3b,0,0f7a5a1e-c1b1-4db5-b7bc-22c0b78c5171,,,120.2,161.9,40.7,completed,2026-09-08T13:51:20.465227,2026-09-08T16:33:16.093985
6ff49766-866d-4c29-b1e7-5d3991483729,aeee27a7-7b31-471e-adf2-e38f26f0030e,0,01d788c4-9b57-4add-abf0-739f958b4aa3,,faa81e93-f79d-4d3d-9240-87cdf9df3633,376.4,716.8,36.7,completed,2026-09-03T03:51:20.466373,2026-09-03T15:48:06.695643
f46d8dc0-1d29-497c-af78-ab6ac55c1278,aeee27a7-7b31-471e-adf2-e38f26f0030e,1,b05b01d0-a319-4a48-8fe3-e2a08529ea69,faa81e93-f79d-4d3d-9240-87cdf9df3633,,422.9,765.5,36.8,completed,2026-09-03T15:48:06.695643,2026-09-04T04:33:36.131199
8769cb0a-ffe9-4705-b8dd-bc02dc1dab1a,fe34bcdb-89f9-4dda-a798-69b7d575b175,0,bda819c9-5bc1-45c0-b673-47f1f8fc1da8,,,688.0,1062.5,38.6,completed,2026-09-04T11:51:20.469038,2026-09-05T05:33:49.243954
bed07396-4190-4fc0-89ab-4b97e4c18bf2,5796acbe-45b6-4255-a8c5-a834645377e7,0,f90f6baa-4c59-416d-9cdd-708265156686,,8fba1efa-7c25-4a5b-b271-bb1ac4460664,120.2,149.1,45.4,completed,2026-09-05T18:51:20.471060,2026-09-05T21:20:29.428986
b6b22e95-ae10-4c84-bfd4-32367e34919a,5796acbe-45b6-4255-a8c5-a834645377e7,1,f90f6baa-4c59-416d-9cdd-708265156686,8fba1efa-7c25-4a5b-b271-bb1ac4460664,,505.8,679.8,41.2,completed,2026-09-05T21:20:29.428986,2026-09-06T08:40:15.937167
3767e3a6-371a-4b7b-8dca-a4372bae1181,df046394-46e1-4fae-baa2-1513ba14ac8c,0,be09b6f7-4efa-4ac9-b363-71f395b927fa,,,120.2,127.8,52.8,completed,2026-09-06T07:51:20.473298,2026-09-06T09:59:05.891060
0fc4e4b8-8f9b-4371-ad9c-9a70eb35e024,9085c53d-2c71-47ce-8ab4-aa3d673929ab,0,837cfbee-afbc-4408-b0d4-a3037b7f109f,,,75.3,88.7,42.9,completed,2026-09-07T11:51:20.474549,2026-09-07T13:20:05.112950
7fb39925-4328-4d6a-bc20-1257d1488689,8bf113da-a9cd-4e3c-9f11-c0909d637a9e,0,6478d1df-2c1f-4f3c-aa1e-03fde769c1f7,,,500.0,750.1,36.9,completed,2026-09-06T03:51:20.475495,2026-09-06T16:21:29.051806
6e089d58-3cda-46bd-b175-e7d092ba55da,ce928a39-0fa1-4519-a5dd-bfc2e52aac91,0,5a546a9f-4ddf-4c19-9b83-d659726fc137,,,688.0,874.0,50.5,completed,2026-09-08T05:51:20.477128,2026-09-08T20:25:22.301012
03249467-ad04-425c-bae6-359721df1a3a,8e19ea10-c324-422d-bbf2-50be4287503a,0,fc6966be-098b-43a6-a653-1fa3b599e23e,,2ddf4880-95a6-4875-857d-f1d095b7fc48,540.9,654.7,46.8,completed,2026-09-03T17:51:20.478956,2026-09-04T04:46:04.931770
871a6084-c917-4362-b6db-04788ff39758,8e19ea10-c324-422d-bbf2-50be4287503a,1,7a135a62-fc87-4ff4-aa59-1019fc6df31e,2ddf4880-95a6-4875-857d-f1d095b7fc48,faa81e93-f79d-4d3d-9240-87cdf9df3633,376.4,647.1,39.0,completed,2026-09-04T04:46:04.931770,2026-09-04T15:33:08.938343
f2c04973-6bec-4207-94c1-ea7f17844b3a,8e19ea10-c324-422d-bbf2-50be4287503a,2,00d3503e-ffe5-4e26-84be-9007a8a81e4c,faa81e93-f79d-4d3d-9240-87cdf9df3633,288de4cd-bf1a-4a25-847c-68865d138b36,422.9,728.2,41.8,completed,2026-09-04T15:33:08.938343,2026-09-05T03:41:19.373354
33d0ba38-0cb3-427c-9684-2ffe141de981,8e19ea10-c324-422d-bbf2-50be4287503a,3,083714ac-54b3-4d64-bc00-704dc355b5f8,288de4cd-bf1a-4a25-847c-68865d138b36,,500.0,756.9,38.4,completed,2026-09-05T03:41:19.373354,2026-09-05T16:18:16.320709
3b2b254b-89fa-4e5d-910b-ba9cecb52f91,914829fa-e0d9-4cb4-a11e-7a891bf91171,0,66e7f631-029c-4810-92a9-8026854edd3f,,c2f4b9b4-48ee-4746-958f-6169ba532344,178.1,236.0,46.1,completed,2026-09-04T08:51:20.483909,2026-09-04T12:47:18.601452
36d35b79-3577-4c2d-bfcd-6da31f72569d,914829fa-e0d9-4cb4-a11e-7a891bf91171,1,eef8d72c-0ab6-40fa-a165-615edc5821f1,c2f4b9b4-48ee-4746-958f-6169ba532344,2ddf4880-95a6-4875-857d-f1d095b7fc48,540.9,894.8,43.4,completed,2026-09-04T12:47:18.601452,2026-09-05T03:42:09.532159
a96c5a00-af5f-49ec-bcfe-9227201366e4,914829fa-e0d9-4cb4-a11e-7a891bf91171,2,083442ef-2844-4bf4-90c7-0a4c51e16ed0,2ddf4880-95a6-4875-857d-f1d095b7fc48,,376.4,775.9,30.8,completed,2026-09-05T03:42:09.532159,2026-09-05T16:38:05.703673
a4cd053a-35c6-4caa-a35b-02ccc498012e,c1efa459-ccef-4b45-9416-2eff35b10c25,0,aecd6e72-018b-448f-a8dd-3e84d11fdeea,,faa81e93-f79d-4d3d-9240-87cdf9df3633,970.1,1043.4,51.4,completed,2026-09-05T11:51:20.487358,2026-09-06T05:14:42.119973
5aee91ba-1fde-4076-83e2-89dfa9eea24c,c1efa459-ccef-4b45-9416-2eff35b10c25,1,6478d1df-2c1f-4f3c-aa1e-03fde769c1f7,faa81e93-f79d-4d3d-9240-87cdf9df3633,,688.0,843.4,42.5,completed,2026-09-06T05:14:42.119973,2026-09-06T19:18:07.886999
b19cd15a-2d8e-4983-8e18-3fe12719b3bd,aefab625-defb-4504-8d1a-27df1dcb153e,0,4642a367-13ec-46f2-8b42-2a9b0cdc2ab5,,faa81e93-f79d-4d3d-9240-87cdf9df3633,970.1,1188.4,47.0,completed,2026-09-06T12:51:20.490548,2026-09-07T08:39:42.028053
36a2bbca-ec61-49df-9a29-59fb87215ddc,aefab625-defb-4504-8d1a-27df1dcb153e,1,fc6966be-098b-43a6-a653-1fa3b599e23e,faa81e93-f79d-4d3d-9240-87cdf9df3633,,688.0,928.3,43.2,completed,2026-09-07T08:39:42.028053,2026-09-08T00:08:02.631970
093a737b-7ce1-44c8-acdc-47c2db858a4b,ede81ba1-9392-4cdf-bb78-baa730bac279,0,083442ef-2844-4bf4-90c7-0a4c51e16ed0,,faa81e93-f79d-4d3d-9240-87cdf9df3633,970.1,1441.4,39.3,completed,2026-09-08T04:51:20.493980,2026-09-09T04:52:46.824475
c6cd1269-441c-45ca-ad12-564b006965f7,ede81ba1-9392-4cdf-bb78-baa730bac279,1,34b71c44-bb25-47df-85ce-03a39fc9ac10,faa81e93-f79d-4d3d-9240-87cdf9df3633,,688.0,884.7,45.4,completed,2026-09-09T04:52:46.824475,2026-09-09T19:37:31.220426
ed167403-57da-4b7a-a90d-22f32c01bb25,775749e2-6164-4316-b4c7-cca76abf2a65,0,18302a3a-1801-411a-8579-869b4ba4edff,,c2f4b9b4-48ee-4746-958f-6169ba532344,244.4,326.1,46.7,completed,2026-09-07T14:51:20.497918,2026-09-07T20:17:24.375015
688c2690-af8f-4649-8fe0-b5e53ac5178b,775749e2-6164-4316-b4c7-cca76abf2a65,1,9db88e80-6a44-4430-b307-494694355bcb,c2f4b9b4-48ee-4746-958f-6169ba532344,,178.1,302.8,38.8,completed,2026-09-07T20:17:24.375015,2026-09-08T01:20:14.629748
d3bd2900-d45a-499f-85bf-021976129038,18208001-6ec5-4c96-8733-f0fb2ec77732,0,34b71c44-bb25-47df-85ce-03a39fc9ac10,,8fba1efa-7c25-4a5b-b271-bb1ac4460664,505.8,804.3,43.4,completed,2026-09-07T04:51:20.499864,2026-09-07T18:15:36.834773
04ce73b7-498a-4ed0-911b-ae41451ea295,18208001-6ec5-4c96-8733-f0fb2ec77732,1,b05b01d0-a319-4a48-8fe3-e2a08529ea69,8fba1efa-7c25-4a5b-b271-bb1ac4460664,,120.2,166.4,44.5,completed,2026-09-07T18:15:36.834773,2026-09-07T21:02:00.267747
ff417ada-985b-4d75-8c07-abab0dbe881a,5cf36f02-9987-4ca2-84b8-e4bf9290c5ad,0,894888f1-c248-403f-aca9-cddaac265db4,,faa81e93-f79d-4d3d-9240-87cdf9df3633,422.9,576.1,38.7,completed,2026-09-08T15:51:20.502387,2026-09-09T01:27:28.171073
8f1bd9ae-4650-4e89-8fef-4aa804f2143b,5cf36f02-9987-4ca2-84b8-e4bf9290c5ad,1,a2de8edd-b399-484f-8151-3a5ef1d893b0,faa81e93-f79d-4d3d-9240-87cdf9df3633,2ddf4880-95a6-4875-857d-f1d095b7fc48,376.4,439.8,44.0,completed,2026-09-09T01:27:28.171073,2026-09-09T08:47:14.355910
de679b9a-1aec-4dbe-83e9-a7374e03d62b,5cf36f02-9987-4ca2-84b8-e4bf9290c5ad,2,ca72bc65-aac8-4954-8b12-0a27325a1ce7,2ddf4880-95a6-4875-857d-f1d095b7fc48,,540.9,702.4,43.8,completed,2026-09-09T08:47:14.355910,2026-09-09T20:29:36.944580
59085260-90d4-4331-8b67-d4e79b6e1154,4602471e-5741-4345-95b6-fd8b6a477287,0,a3a4745c-eb66-433a-b40b-557c0883d783,,c2f4b9b4-48ee-4746-958f-6169ba532344,178.1,229.0,49.7,completed,2026-09-03T05:51:20.505828,2026-09-03T09:40:19.625485
699bdeee-5948-4b65-8a91-08aea6990f60,4602471e-5741-4345-95b6-fd8b6a477287,1,ca72bc65-aac8-4954-8b12-0a27325a1ce7,c2f4b9b4-48ee-4746-958f-6169ba532344,2ddf4880-95a6-4875-857d-f1d095b7fc48,540.9,983.1,35.7,completed,2026-09-03T09:40:19.625485,2026-09-04T02:03:23.599792
a6783984-69c7-401a-86f0-938e7ad12a1a,4602471e-5741-4345-95b6-fd8b6a477287,2,837cfbee-afbc-4408-b0d4-a3037b7f109f,2ddf4880-95a6-4875-857d-f1d095b7fc48,faa81e93-f79d-4d3d-9240-87cdf9df3633,376.4,804.4,32.4,completed,2026-09-04T02:03:23.599792,2026-09-04T15:27:45.731229
a6a28dfe-03e4-4e3c-bd7e-d1ad52b4c4c8,4602471e-5741-4345-95b6-fd8b6a477287,3,f9bb1bc7-b852-4cb0-9053-42f9f3eea8bc,faa81e93-f79d-4d3d-9240-87cdf9df3633,,422.9,482.8,44.1,completed,2026-09-04T15:27:45.731229,2026-09-04T23:30:34.183677
190f6232-dc49-4bde-96db-722a58912d75,d6220a7a-f567-4868-bda9-4d20df35fdf6,0,0f6665ac-5ddd-43a7-a9a3-d15d46cfbc97,,faa81e93-f79d-4d3d-9240-87cdf9df3633,688.0,1029.8,38.1,completed,2026-09-03T10:51:20.510660,2026-09-04T04:01:05.561261
7a27ae50-014f-4574-9f30-9d0ca909c3e5,d6220a7a-f567-4868-bda9-4d20df35fdf6,1,c787e085-877f-4d78-a2c0-2d7e54816f5c,faa81e93-f79d-4d3d-9240-87cdf9df3633,,970.1,1100.7,46.6,completed,2026-09-04T04:01:05.561261,2026-09-04T22:21:47.202596
c7c5dd4f-bccf-455f-a4cb-004adccdf867,7f33c028-45c6-47a6-8f72-fb87e4158d3a,0,f9bb1bc7-b852-4cb0-9053-42f9f3eea8bc,,,970.1,1664.3,40.7,completed,2026-09-08T06:51:20.514069,2026-09-09T10:35:35.564518
1964d68b-37ce-45a0-aae7-0ee2a3ad877a,35ee3c5c-4316-461d-b1e4-35899d783f4e,0,463a85e7-e033-4bec-a267-bfa7aa85640d,,,120.2,153.3,46.5,completed,2026-09-08T22:51:20.516778,2026-09-09T01:24:38.052099
a84284e0-93fc-4180-ab3e-1d6c48d5b8ec,e3ce7b1d-013f-440f-b064-2ce19f0e3670,0,0aa62c09-bc7a-4951-9708-4a86275ad8c6,,,178.1,324.0,34.6,completed,2026-09-05T10:51:20.517957,2026-09-05T16:15:18.408298
a0beb207-f1e0-475b-a146-fcefba17b2ac,ac535f09-e152-4990-98fb-23c61ec7a3d2,0,69dc041e-ef44-4acf-ba8b-2d8da688425f,,,178.1,230.3,47.7,completed,2026-09-05T18:51:20.519275,2026-09-05T22:41:40.635698
aba3134e-c813-434d-a6c2-3f124a568719,bb60700a-ec25-463f-9ab9-e1914d0184a2,0,a7a60420-d4d7-48b2-9da8-19504b752bd6,,,688.0,924.2,45.8,completed,2026-09-04T09:51:20.520531,2026-09-05T01:15:32.304627
974143aa-df24-48e8-9752-9eb8d52f6489,b7132d05-1126-4505-92fc-4c323da3306e,0,a7a60420-d4d7-48b2-9da8-19504b752bd6,,,235.3,422.5,31.3,completed,2026-09-08T18:51:20.522519,2026-09-09T01:53:51.159618
379e93d3-7f84-4113-8612-c1d8583eb0ff,1ddbae81-5121-4b4b-bae7-a30b3d113158,0,00d3503e-ffe5-4e26-84be-9007a8a81e4c,,5dbdf32d-78de-4094-b415-861af0ca99a2,235.3,227.0,47.9,completed,2026-09-03T06:51:20.523919,2026-09-03T10:38:22.968074
27ffef25-0f8d-47c6-ba0c-97e42c966598,1ddbae81-5121-4b4b-bae7-a30b3d113158,1,34b71c44-bb25-47df-85ce-03a39fc9ac10,5dbdf32d-78de-4094-b415-861af0ca99a2,,540.5,632.3,43.3,completed,2026-09-03T10:38:22.968074,2026-09-03T21:10:40.667756
0c165c43-f2e7-4d24-b5c5-c5ae6c1488eb,46095010-86ed-40a0-b434-f4b1bf3fcf01,0,ade5ec49-869b-47d3-b852-1a9ceedbe841,,a30de39d-9e98-4258-b754-758c8da83902,285.8,348.8,44.6,completed,2026-09-03T09:51:20.526235,2026-09-03T15:40:08.770615
765d72d5-eb24-41a1-94b3-263bbf42ec1a,46095010-86ed-40a0-b434-f4b1bf3fcf01,1,310f7ff6-c724-4278-b409-74d1ab8bf019,a30de39d-9e98-4258-b754-758c8da83902,,90.0,145.8,34.3,completed,2026-09-03T15:40:08.770615,2026-09-03T18:05:54.810665
46cd8a61-f7f9-4b13-8fb3-6109ab367a73,f77afb0e-fea2-42c8-adb5-c6dd05c64061,0,9db88e80-6a44-4430-b307-494694355bcb,,,970.1,1301.0,38.5,completed,2026-09-05T21:51:20.527970,2026-09-06T19:32:18.230359
17a7dbb7-bd1a-4ba2-bb61-fff75e33f328,653c1e1f-8274-421f-bd62-b69dfebbd01c,0,6be0475c-e19c-4d4f-aced-f1b613d87548,,288de4cd-bf1a-4a25-847c-68865d138b36,500.0,715.1,42.2,completed,2026-09-03T02:51:20.530310,2026-09-03T14:46:24.332900
fbb90256-7ed2-4e58-8a02-fdd5ea5388ea,653c1e1f-8274-421f-bd62-b69dfebbd01c,1,f0496c8a-1f5c-4cdb-b570-7a6925cd94f7,288de4cd-bf1a-4a25-847c-68865d138b36,faa81e93-f79d-4d3d-9240-87cdf9df3633,422.9,459.2,48.1,completed,2026-09-03T14:46:24.332900,2026-09-03T22:25:34.666655
107094aa-4931-43df-b736-3b5e341dbdce,653c1e1f-8274-421f-bd62-b69dfebbd01c,2,0790fa20-df4f-43aa-b491-56eb44a3e0b6,faa81e93-f79d-4d3d-9240-87cdf9df3633,,376.4,625.4,39.6,completed,2026-09-03T22:25:34.666655,2026-09-04T08:50:56.143966
eacec506-5ffc-4991-b23a-d91aab031397,16681e83-022d-4872-a1bd-228bf8d1ef16,0,8462dc55-59d5-47f4-8209-5f47c6bf99ca,,,244.4,342.7,40.0,completed,2026-09-07T12:51:20.533960,2026-09-07T18:34:04.133508
d8f2a952-a26a-4385-8dfb-e3d6d5ff132c,019bcb12-61aa-4979-86fb-932e36dea1e6,0,7d45adbe-75c3-4cdd-bd1c-4b311c5baaab,,,970.1,1412.3,40.3,completed,2026-09-07T11:51:20.535315,2026-09-08T11:23:38.505011
225a160a-5d75-4b29-bf92-71897b2ffd3b,563c782d-68bd-44e7-b172-0da9051be83c,0,69dc6351-3e90-4155-9ccd-371b5c0cdbf3,,c2f4b9b4-48ee-4746-958f-6169ba532344,178.1,239.0,43.6,completed,2026-09-06T13:51:20.537742,2026-09-06T17:50:21.483405
d0735a3a-00f7-406e-a083-6ecb2e2a906c,563c782d-68bd-44e7-b172-0da9051be83c,1,3fc6f138-6045-4882-8a16-2692f69d4228,c2f4b9b4-48ee-4746-958f-6169ba532344,,244.4,344.7,40.0,completed,2026-09-06T17:50:21.483405,2026-09-06T23:35:00.661081
b4f809f5-7ba0-4a88-a580-15c79d791109,dcebc658-4c0a-4ff8-8d45-4ad1ff5a36c9,0,69dc6351-3e90-4155-9ccd-371b5c0cdbf3,,,244.4,320.7,38.4,completed,2026-09-08T02:51:20.539569,2026-09-08T08:12:04.828459
409e92b9-c557-4c62-b721-c7cc5f389aa0,eb6f53f9-f239-4f5f-b720-5654b03efb78,0,a3a4745c-eb66-433a-b40b-557c0883d783,,,120.2,209.5,37.0,completed,2026-09-04T08:51:20.540810,2026-09-04T12:20:51.663864
0f99e114-efc1-442b-b2f2-a69d9c8e538a,d6970ed3-cb27-46c8-9a3c-f8622c7ebe59,0,4642a367-13ec-46f2-8b42-2a9b0cdc2ab5,,2ddf4880-95a6-4875-857d-f1d095b7fc48,540.9,995.2,34.8,completed,2026-09-06T17:51:20.541974,2026-09-07T10:26:33.098910
7d2fe52b-507f-4b6c-bd67-8a5785cdab1b,d6970ed3-cb27-46c8-9a3c-f8622c7ebe59,1,8a6a00d5-73da-4ff5-9558-5f0841ca0cde,2ddf4880-95a6-4875-857d-f1d095b7fc48,,376.4,624.4,37.0,completed,2026-09-07T10:26:33.098910,2026-09-07T20:50:57.618088
1a0459d9-8966-42af-a331-87fd7525115a,82a3752b-919d-4389-b8fa-aa31ddd544b0,0,40e70bd2-0f4c-4ed4-8b62-55fce5047760,,288de4cd-bf1a-4a25-847c-68865d138b36,500.0,524.9,43.8,completed,2026-09-06T20:51:20.544871,2026-09-07T05:36:17.419048
4452add0-5506-4a2e-9e8d-1fa7ea6bef3b,82a3752b-919d-4389-b8fa-aa31ddd544b0,1,66e7f631-029c-4810-92a9-8026854edd3f,288de4cd-bf1a-4a25-847c-68865d138b36,faa81e93-f79d-4d3d-9240-87cdf9df3633,422.9,777.2,39.3,completed,2026-09-07T05:36:17.419048,2026-09-07T18:33:29.251158
